match_name,team,player_name,mins_played
Ghana vs Uruguay,Ghana,Kamaldeen Sulemana,55
Ghana vs Uruguay,Ghana,Lawrence Ati-Zigi,100
Ghana vs Uruguay,Ghana,Mohamed Salisu,100
Ghana vs Uruguay,Ghana,Mohammed Kudus,97
Ghana vs Uruguay,Ghana,Osman Bukari,55
Ghana vs Uruguay,Ghana,Salis Abdul Samed,71
Ghana vs Uruguay,Ghana,Tariq Lamptey,0
Ghana vs Uruguay,Ghana,Thomas Teye Partey,100
Ghana vs Uruguay,Uruguay,Agustín Canobbio Graviz,21
Ghana vs Uruguay,Uruguay,Carlos Sebastián Sosa Silva,0
Ghana vs Uruguay,Uruguay,Darwin Gabriel Núñez Ribeiro,79
Ghana vs Uruguay,Uruguay,Diego Nicolás De La Cruz Arcosa,35
Ghana vs Uruguay,Uruguay,Diego Roberto Godín Leal,0
Ghana vs Uruguay,Uruguay,Edinson Roberto Cavani Gómez,35
Ghana vs Uruguay,Uruguay,Facundo Daniel Torres Pérez,0
Ghana vs Uruguay,Uruguay,Facundo Pellistri Rebollo,65
Ghana vs Uruguay,Uruguay,Federico Santiago Valverde Dipetta,100
Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,79
Ghana vs Uruguay,Uruguay,Guillermo Varela Olivera,100
Ghana vs Uruguay,Uruguay,José Luis Rodríguez Bebanz,0
Ghana vs Uruguay,Uruguay,José Martín Cáceres Silva,0
Ghana vs Uruguay,Uruguay,José María Giménez de Vargas,100
Ghana vs Uruguay,Uruguay,Lucas Torreira Di Pascua,0
Ghana vs Uruguay,Uruguay,Luis Alberto Suárez Díaz,65
Ghana vs Uruguay,Uruguay,Manuel Ugarte Ribeiro,0
Ghana vs Uruguay,Uruguay,Mathías Olivera Miramontes,100
Ghana vs Uruguay,Uruguay,Matías Nicolás Viña Susperreguy,0
Ghana vs Uruguay,Uruguay,Matías Vecino Falero,67
Ghana vs Uruguay,Uruguay,Maximiliano Gómez González,21
Ghana vs Uruguay,Uruguay,Néstor Fernando Muslera Micol,0
Ghana vs Uruguay,Uruguay,Rodrigo Bentancur Colmán,33
Ghana vs Uruguay,Uruguay,Sebastián Coates Nión,100
Ghana vs Uruguay,Uruguay,Sergio Rochet Álvarez,100
Iran vs United States,Iran,Abolfazl Jalali,28
Iran vs United States,Iran,Ahmad Nourollahi,70
Iran vs United States,Iran,Ali Gholizadeh,76
Iran vs United States,Iran,Ali Karimi,54
Iran vs United States,Iran,Alireza Safar Beiranvand,99
Iran vs United States,Iran,Amir Abedzadeh,0
Iran vs United States,Iran,Ehsan Hajsafi,71
Iran vs United States,Iran,Karim Ansarifard,23
Iran vs United States,Iran,Mehdi Taremi,99
Iran vs United States,Iran,Mehdi Torabi,29
Iran vs United States,Iran,Milad Mohammadi,47
Iran vs United States,Iran,Mohammad Hossein Kanani Zadegan,0
Iran vs United States,Iran,Morteza Pouraliganji,99
Iran vs United States,Iran,Payam Niazmand,0
Iran vs United States,Iran,Ramin Rezaeian,99
Iran vs United States,Iran,Roozbeh Cheshmi,0
Iran vs United States,Iran,Sadegh Moharrami,0
Iran vs United States,Iran,Saeid Ezatolahi Afagh,99
Iran vs United States,Iran,Saman Ghoddos,54
Iran vs United States,Iran,Sardar Azmoun,99
Iran vs United States,Iran,Seyed Hossein Hosseini,0
Iran vs United States,Iran,Seyed Majid Hosseini,99
Iran vs United States,Iran,Shoja Khalilzadeh,0
Iran vs United States,Iran,Vahid Amiri,0
Iran vs United States,United States,Aaron Long,0
Iran vs United States,United States,Antonee Robinson,99
Iran vs United States,United States,Brenden Aaronson,54
Iran vs United States,United States,Cameron Carter-Vickers,99
Iran vs United States,United States,Christian Pulisic,45
Iran vs United States,United States,Cristian Roldán León,0
Iran vs United States,United States,DeAndre Yedlin,0
Iran vs United States,United States,Ethan Horvath,0
Iran vs United States,United States,Giovanni Reyna,0
Iran vs United States,United States,Haji Wright,23
Iran vs United States,United States,Jesus Ferreira,0
Iran vs United States,United States,Jordan Morris,0
Iran vs United States,United States,Joseph Scally,0
Iran vs United States,United States,Joshua Sargent,76
Iran vs United States,United States,Kellyn Kai Perry-Acosta,35
Iran vs United States,United States,Luca de la Torre,0
Iran vs United States,United States,Matthew Charles Turner,99
Iran vs United States,United States,Sean Johnson,0
Iran vs United States,United States,Sergino Dest,81
Iran vs United States,United States,Shaquell Moore,18
Iran vs United States,United States,Tim Ream,99
Iran vs United States,United States,Timothy Weah,81
Iran vs United States,United States,Tyler Adams,99
Iran vs United States,United States,Walker Zimmerman,18
Iran vs United States,United States,Weston McKennie,64
Iran vs United States,United States,Yunus Dimoara Musah,99
Japan vs Costa Rica,Costa Rica,Anthony Daniel Contreras Enríquez,64
Japan vs Costa Rica,Costa Rica,Anthony William Hernández González,0
Japan vs Costa Rica,Costa Rica,Brandon Aguilera Zamora,32
Japan vs Costa Rica,Costa Rica,Bryan Oviedo,96
Japan vs Costa Rica,Costa Rica,Bryan Ruiz González,0
Japan vs Costa Rica,Costa Rica,Carlos Manuel Martínez Castro,0
Japan vs Costa Rica,Costa Rica,Celso Borges Mora,88
Japan vs Costa Rica,Costa Rica,Daniel Alonso Chacón Salas,2
Japan vs Costa Rica,Costa Rica,Douglas Andrey López Araya,0
Japan vs Costa Rica,Costa Rica,Esteban Alvarado Brown,0
Japan vs Costa Rica,Costa Rica,Francisco Javier Calvo Quesada,96
Japan vs Costa Rica,Costa Rica,Gerson Torres Barrantes,64
Japan vs Costa Rica,Costa Rica,Jewison Bennette,32
Japan vs Costa Rica,Costa Rica,Joel Nathaniel Campbell Samuels,94
Japan vs Costa Rica,Costa Rica,Johan Alberto Venegas Ulloa,0
Japan vs Costa Rica,Costa Rica,Juan Pablo Vargas Campos,0
Japan vs Costa Rica,Costa Rica,Kendall Jamaal Waston Manley,96
Japan vs Costa Rica,Costa Rica,Keylor Navas Gamboa,96
Japan vs Costa Rica,Costa Rica,Keysher Fuller Spence,96
Japan vs Costa Rica,Costa Rica,Patrick Gilmar Sequeira Mejías,0
Japan vs Costa Rica,Costa Rica,Roan Roberto Wilson Gordon,0
Japan vs Costa Rica,Costa Rica,Ronald Alberto Matarrita Ulate,0
Japan vs Costa Rica,Costa Rica,Yeltsin Ignacio Tejeda Valverde,96
Japan vs Costa Rica,Costa Rica,Youstin Delfin Salas Gómez,8
Japan vs Costa Rica,Costa Rica,Álvaro José Zamora Mata,0
Japan vs Costa Rica,Costa Rica,Óscar Esau Duarte Gaitán,96
Japan vs Costa Rica,Japan,Ao Tanaka,0
Japan vs Costa Rica,Japan,Ayase Ueda,45
Japan vs Costa Rica,Japan,Daichi Kamada,96
Japan vs Costa Rica,Japan,Daizen Maeda,0
Japan vs Costa Rica,Japan,Daniel Schmidt,0
Japan vs Costa Rica,Japan,Eiji Kawashima,0
Japan vs Costa Rica,Japan,Gaku Shibasaki,0
Japan vs Costa Rica,Japan,Hidemasa Morita,96
Japan vs Costa Rica,Japan,Hiroki Ito,51
Japan vs Costa Rica,Japan,Hiroki Sakai,0
Japan vs Costa Rica,Japan,Junya Ito,30
Japan vs Costa Rica,Japan,Kaoru Mitoma,35
Japan vs Costa Rica,Japan,Ko Itakura,96
Japan vs Costa Rica,Japan,Maya Yoshida,96
Japan vs Costa Rica,Japan,Miki Yamane,61
Japan vs Costa Rica,Japan,Ritsu Doan,66
Japan vs Costa Rica,Japan,Shogo Taniguchi,0
Japan vs Costa Rica,Japan,Shuto Machino,0
Japan vs Costa Rica,Japan,Shūichi Gonda,96
Japan vs Costa Rica,Japan,Takefusa Kubo,0
Japan vs Costa Rica,Japan,Takehiro Tomiyasu,0
Japan vs Costa Rica,Japan,Takuma Asano,51
Japan vs Costa Rica,Japan,Takumi Minamino,15
Japan vs Costa Rica,Japan,Wataru Endo,96
Japan vs Costa Rica,Japan,Yuki Soma,81
Japan vs Costa Rica,Japan,Yuto Nagatomo,45
Japan vs Croatia,Croatia,Andrej Kramarić,67
Japan vs Croatia,Croatia,Ante Budimir,63
Japan vs Croatia,Croatia,Borna Barišić,124
Japan vs Croatia,Croatia,Bruno Petković,61
Japan vs Croatia,Croatia,Dejan Lovren,124
Japan vs Croatia,Croatia,Domagoj Vida,0
Japan vs Croatia,Croatia,Dominik Livaković,124
Japan vs Croatia,Croatia,Ivan Perišić,124
Japan vs Croatia,Croatia,Ivica Ivušić,0
Japan vs Croatia,Croatia,Ivo Grbić,0
Japan vs Croatia,Croatia,Josip Juranović,124
Japan vs Croatia,Croatia,Josip Šutalo,0
Japan vs Croatia,Croatia,Joško Gvardiol,124
Japan vs Croatia,Croatia,Kristijan Jakić,0
Japan vs Croatia,Croatia,Lovro Majer,26
Japan vs Croatia,Croatia,Luka Modrić,98
Japan vs Croatia,Croatia,Luka Sučić,0
Japan vs Croatia,Croatia,Marcelo Brozović,124
Japan vs Croatia,Croatia,Mario Pašalić,57
Japan vs Croatia,Croatia,Marko Livaja,19
Japan vs Croatia,Croatia,Martin Erlić,0
Japan vs Croatia,Croatia,Mateo Kovačić,98
Japan vs Croatia,Croatia,Mislav Oršić,19
Japan vs Croatia,Croatia,Nikola Vlašić,26
Japan vs Croatia,Japan,Ao Tanaka,19
Japan vs Croatia,Japan,Ayase Ueda,0
Japan vs Croatia,Japan,Daichi Kamada,73
Japan vs Croatia,Japan,Daizen Maeda,63
Japan vs Croatia,Japan,Daniel Schmidt,0
Japan vs Croatia,Japan,Eiji Kawashima,0
Japan vs Croatia,Japan,Gaku Shibasaki,0
Japan vs Croatia,Japan,Hidemasa Morita,124
Japan vs Croatia,Japan,Hiroki Ito,0
Japan vs Croatia,Japan,Hiroki Sakai,51
Japan vs Croatia,Japan,Junya Ito,124
Japan vs Croatia,Japan,Kaoru Mitoma,61
Japan vs Croatia,Japan,Maya Yoshida,124
Japan vs Croatia,Japan,Miki Yamane,0
Japan vs Croatia,Japan,Ritsu Doan,86
Japan vs Croatia,Japan,Shogo Taniguchi,124
Japan vs Croatia,Japan,Shuto Machino,0
Japan vs Croatia,Japan,Shūichi Gonda,124
Japan vs Croatia,Japan,Takehiro Tomiyasu,124
Japan vs Croatia,Japan,Takuma Asano,61
Japan vs Croatia,Japan,Takumi Minamino,38
Japan vs Croatia,Japan,Wataru Endo,124
Japan vs Croatia,Japan,Yuki Soma,0
Japan vs Croatia,Japan,Yuto Nagatomo,63
Japan vs Spain,Japan,Ao Tanaka,86
Japan vs Spain,Japan,Ayase Ueda,0
Japan vs Spain,Japan,Daichi Kamada,68
Japan vs Spain,Japan,Daizen Maeda,61
Japan vs Spain,Japan,Daniel Schmidt,0
Japan vs Spain,Japan,Eiji Kawashima,0
Japan vs Spain,Japan,Gaku Shibasaki,0
Japan vs Spain,Japan,Hidemasa Morita,97
Japan vs Spain,Japan,Hiroki Ito,0
Japan vs Spain,Japan,Hiroki Sakai,0
Japan vs Spain,Japan,Junya Ito,97
Japan vs Spain,Japan,Kaoru Mitoma,52
Japan vs Spain,Japan,Ko Itakura,97
Japan vs Spain,Japan,Maya Yoshida,97
Japan vs Spain,Japan,Miki Yamane,0
Japan vs Spain,Japan,Ritsu Doan,52
Japan vs Spain,Japan,Shogo Taniguchi,97
Japan vs Spain,Japan,Shuto Machino,0
Japan vs Spain,Japan,Shūichi Gonda,97
Japan vs Spain,Japan,Takefusa Kubo,45
Japan vs Spain,Japan,Takehiro Tomiyasu,29
Japan vs Spain,Japan,Takuma Asano,36
Japan vs Spain,Japan,Takumi Minamino,0
Japan vs Spain,Japan,Wataru Endo,11
Japan vs Spain,Japan,Yuki Soma,0
Japan vs Spain,Japan,Yuto Nagatomo,45
Japan vs Spain,Spain,Alejandro Balde Martínez,68
Japan vs Spain,Spain,Anssumane Fati,30
Japan vs Spain,Spain,Aymeric Laporte,0
Japan vs Spain,Spain,Carlos Soler Barragán,0
Japan vs Spain,Spain,César Azpilicueta Tanco,45
Japan vs Spain,Spain,Daniel Carvajal Ramos,52
Japan vs Spain,Spain,Daniel Olmo Carvajal,97
Japan vs Spain,Spain,David Raya Martin,0
Japan vs Spain,Spain,Eric García Martret,0
Japan vs Spain,Spain,Ferrán Torres García,41
Japan vs Spain,Spain,Hugo Guillamón Sanmartín,0
Japan vs Spain,Spain,Jordi Alba Ramos,29
Japan vs Spain,Spain,Jorge Resurrección Merodio,0
Japan vs Spain,Spain,Marco Asensio Willemsen,41
Japan vs Spain,Spain,Marcos Llorente Moreno,0
Japan vs Spain,Spain,Nicholas Williams Arthuer,56
Japan vs Spain,Spain,Pablo Martín Páez Gavira,67
Japan vs Spain,Spain,Pablo Sarabia García,0
Japan vs Spain,Spain,Pau Francisco Torres,97
Japan vs Spain,Spain,Pedro González López,97
Japan vs Spain,Spain,Robert Lynch Sanchez,0
Japan vs Spain,Spain,Rodrigo Hernández Cascante,97
Japan vs Spain,Spain,Sergio Busquets i Burgos,97
Japan vs Spain,Spain,Unai Simón Mendibil,97
Japan vs Spain,Spain,Yeremi Jesús Pino Santos,0
Japan vs Spain,Spain,Álvaro Borja Morata Martín,56
Mexico vs Poland,Mexico,Alfredo Talavera Díaz,0
Mexico vs Poland,Mexico,Carlos Alberto Rodríguez Gómez,27
Mexico vs Poland,Mexico,Carlos Uriel Antuna Romero,14
Mexico vs Poland,Mexico,César Jasib Montes Castro,97
Mexico vs Poland,Mexico,Edson Omar Álvarez Velázquez,97
Mexico vs Poland,Mexico,Ernesto Alexis Vega Rojas,83
Mexico vs Poland,Mexico,Francisco Guillermo Ochoa Magaña,97
Mexico vs Poland,Mexico,Gerardo Daniel Arteaga Zamora,0
Mexico vs Poland,Mexico,Henry Josué Martín Mex,70
Mexico vs Poland,Mexico,Hirving Rodrigo Lozano Bahena,97
Mexico vs Poland,Mexico,Héctor Alfredo Moreno Herrera,97
Mexico vs Poland,Mexico,Héctor Miguel Herrera López,70
Mexico vs Poland,Mexico,Jesús Daniel Gallardo Vasconcelos,97
Mexico vs Poland,Mexico,Johan Felipe Vásquez Ibarra,0
Mexico vs Poland,Mexico,Jorge Eduardo Sánchez Ramos,97
Mexico vs Poland,Mexico,José Andrés Guardado Hernández,0
Mexico vs Poland,Mexico,Kevin Nahin Álvarez Campos,0
Mexico vs Poland,Mexico,Luis Francisco Romo Barrón,0
Mexico vs Poland,Mexico,Luis Gerardo Chávez Magallón,97
Mexico vs Poland,Mexico,Néstor Alejandro Araújo Razo,0
Mexico vs Poland,Mexico,Orbelín Pineda Alvarado,0
Mexico vs Poland,Mexico,Raúl Alonso Jiménez Rodríguez,27
Mexico vs Poland,Mexico,Roberto Carlos Alvarado Hernández,0
Mexico vs Poland,Mexico,Rodolfo Cota Robles,0
Mexico vs Poland,Mexico,Rogelio Gabriel Funes Mori,0
Mexico vs Poland,Mexico,Érick Gabriel Gutiérrez Galaviz,0
Mexico vs Poland,Poland,Arkadiusz Milik,10
Mexico vs Poland,Poland,Artur Jędrzejczyk,0
Mexico vs Poland,Poland,Bartosz Bereszyński,97
Mexico vs Poland,Poland,Damian Szymański,0
Mexico vs Poland,Poland,Grzegorz Krychowiak,97
Mexico vs Poland,Poland,Jakub Kamiński,97
Mexico vs Poland,Poland,Jakub Piotr Kiwior,97
Mexico vs Poland,Poland,Jan Bednarek,0
Mexico vs Poland,Poland,Kamil Glik,97
Mexico vs Poland,Poland,Kamil Grabara,0
Mexico vs Poland,Poland,Kamil Grosicki,0
Mexico vs Poland,Poland,Karol Świderski,0
Mexico vs Poland,Poland,Krystian Bielik,52
Mexico vs Poland,Poland,Krzysztof Piątek,0
Mexico vs Poland,Poland,Mateusz Wieteska,0
Mexico vs Poland,Poland,Matty Cash,97
Mexico vs Poland,Poland,Michał Skóraś,0
Mexico vs Poland,Poland,Nicola Zalewski,45
Mexico vs Poland,Poland,Piotr Zieliński,87
Mexico vs Poland,Poland,Przemysław Frankowski,26
Mexico vs Poland,Poland,Robert Gumny,0
Mexico vs Poland,Poland,Robert Lewandowski,97
Mexico vs Poland,Poland,Sebastian Szymański,71
Mexico vs Poland,Poland,Szymon Żurkowski,0
Mexico vs Poland,Poland,Wojciech Szczęsny,97
Mexico vs Poland,Poland,Łukasz Skorupski,0
Morocco vs Croatia,Croatia,Andrej Kramarić,69
Morocco vs Croatia,Croatia,Ante Budimir,0
Morocco vs Croatia,Croatia,Borna Barišić,0
Morocco vs Croatia,Croatia,Borna Sosa,96
Morocco vs Croatia,Croatia,Bruno Petković,0
Morocco vs Croatia,Croatia,Dejan Lovren,96
Morocco vs Croatia,Croatia,Domagoj Vida,0
Morocco vs Croatia,Croatia,Dominik Livaković,96
Morocco vs Croatia,Croatia,Ivan Perišić,89
Morocco vs Croatia,Croatia,Ivica Ivušić,0
Morocco vs Croatia,Croatia,Ivo Grbić,0
Morocco vs Croatia,Croatia,Josip Juranović,96
Morocco vs Croatia,Croatia,Josip Stanišić,0
Morocco vs Croatia,Croatia,Josip Šutalo,0
Morocco vs Croatia,Croatia,Joško Gvardiol,96
Morocco vs Croatia,Croatia,Kristijan Jakić,0
Morocco vs Croatia,Croatia,Lovro Majer,18
Morocco vs Croatia,Croatia,Luka Modrić,96
Morocco vs Croatia,Croatia,Luka Sučić,0
Morocco vs Croatia,Croatia,Marcelo Brozović,96
Morocco vs Croatia,Croatia,Mario Pašalić,51
Morocco vs Croatia,Croatia,Marko Livaja,27
Morocco vs Croatia,Croatia,Martin Erlić,0
Morocco vs Croatia,Croatia,Mateo Kovačić,78
Morocco vs Croatia,Croatia,Mislav Oršić,7
Morocco vs Croatia,Croatia,Nikola Vlašić,45
Morocco vs Croatia,Morocco,Abdelhamid Sabiri,15
Morocco vs Croatia,Morocco,Abderrazak Hamdallah,16
Morocco vs Croatia,Morocco,Abdessamad Ezzalzouli,32
Morocco vs Croatia,Morocco,Achraf Dari,0
Morocco vs Croatia,Morocco,Achraf Hakimi Mouh,96
Morocco vs Croatia,Morocco,Ahmed Reda Tagnaouti,0
Morocco vs Croatia,Morocco,Anass Zaroury,0
Morocco vs Croatia,Morocco,Azzedine Ounahi,81
Morocco vs Croatia,Morocco,Badr Banoun,0
Morocco vs Croatia,Morocco,Bilal El Khannous,0
Morocco vs Croatia,Morocco,Hakim Ziyech,96
Morocco vs Croatia,Morocco,Ilias Chair,0
Morocco vs Croatia,Morocco,Jawad El Yamiq,0
Morocco vs Croatia,Morocco,Munir Mohand Mohamedi,0
Morocco vs Croatia,Morocco,Nayef Aguerd,96
Morocco vs Croatia,Morocco,Noussair Mazraoui,59
Morocco vs Croatia,Morocco,Romain Saïss,96
Morocco vs Croatia,Morocco,Selim Amallah,96
Morocco vs Croatia,Morocco,Sofiane Boufal,64
Morocco vs Croatia,Morocco,Sofyan Amrabat,96
Morocco vs Croatia,Morocco,Walid Cheddira,0
Morocco vs Croatia,Morocco,Yahia Attiyat allah,37
Morocco vs Croatia,Morocco,Yahya Jabrane,0
Morocco vs Croatia,Morocco,Yassine Bounou,96
Morocco vs Croatia,Morocco,Youssef En-Nesyri,80
Morocco vs Croatia,Morocco,Zakaria Aboukhlal,0
Morocco vs Portugal,Morocco,Abdelhamid Sabiri,0
Morocco vs Portugal,Morocco,Abderrazak Hamdallah,0
Morocco vs Portugal,Morocco,Abdessamad Ezzalzouli,0
Morocco vs Portugal,Morocco,Achraf Dari,42
Morocco vs Portugal,Morocco,Achraf Hakimi Mouh,98
Morocco vs Portugal,Morocco,Ahmed Reda Tagnaouti,0
Morocco vs Portugal,Morocco,Anass Zaroury,0
Morocco vs Portugal,Morocco,Azzedine Ounahi,98
Morocco vs Portugal,Morocco,Badr Banoun,34
Morocco vs Portugal,Morocco,Bilal El Khannous,0
Morocco vs Portugal,Morocco,Hakim Ziyech,80
Morocco vs Portugal,Morocco,Ilias Chair,0
Morocco vs Portugal,Morocco,Jawad El Yamiq,98
Morocco vs Portugal,Morocco,Munir Mohand Mohamedi,0
Morocco vs Portugal,Morocco,Romain Saïss,56
Morocco vs Portugal,Morocco,Selim Amallah,63
Morocco vs Portugal,Morocco,Sofiane Boufal,80
Morocco vs Portugal,Morocco,Sofyan Amrabat,98
Morocco vs Portugal,Morocco,Walid Cheddira,35
Morocco vs Portugal,Morocco,Yahia Attiyat allah,98
Morocco vs Portugal,Morocco,Yahya Jabrane,18
Morocco vs Portugal,Morocco,Yassine Bounou,98
Morocco vs Portugal,Morocco,Youssef En-Nesyri,64
Morocco vs Portugal,Morocco,Zakaria Aboukhlal,18
Morocco vs Portugal,Portugal,André Miguel Valente Silva,0
Morocco vs Portugal,Portugal,António João Pereira Albuquerque Tavares Silva,0
Morocco vs Portugal,Portugal,Bernardo Mota Veiga de Carvalho e Silva,98
Morocco vs Portugal,Portugal,Bruno Miguel Borges Fernandes,98
Morocco vs Portugal,Portugal,Cristiano Ronaldo dos Santos Aveiro,48
Morocco vs Portugal,Portugal,Diogo Meireles Costa,98
Morocco vs Portugal,Portugal,Gonçalo Matias Ramos,68
Morocco vs Portugal,Portugal,José Diogo Dalot Teixeira,78
Morocco vs Portugal,Portugal,José Pedro Malheiro de Sá,0
Morocco vs Portugal,Portugal,João Félix Sequeira,98
Morocco vs Portugal,Portugal,João Maria Lobo Alves Palhinha Gonçalves,0
Morocco vs Portugal,Portugal,João Mário Naval da Costa Eduardo,0
Morocco vs Portugal,Portugal,João Pedro Cavaco Cancelo,48
Morocco vs Portugal,Portugal,Kléper Laveran Lima Ferreira,98
Morocco vs Portugal,Portugal,Matheus Luiz Nunes,0
Morocco vs Portugal,Portugal,Otávio Edmilson da Silva Monteiro,68
Morocco vs Portugal,Portugal,Rafael Alexandre Conceição Leão,30
Morocco vs Portugal,Portugal,Raphaël Adelino José Guerreiro,50
Morocco vs Portugal,Portugal,Ricardo Jorge Luz Horta,20
Morocco vs Portugal,Portugal,Rui Pedro dos Santos Patrício,0
Morocco vs Portugal,Portugal,Rúben Diogo Da Silva Neves,50
Morocco vs Portugal,Portugal,Rúben Santos Gato Alves Dias,98
Morocco vs Portugal,Portugal,Vitor Machado Ferreira,30
Morocco vs Portugal,Portugal,William Silva de Carvalho,0
Morocco vs Spain,Morocco,Abdelhamid Sabiri,5
Morocco vs Spain,Morocco,Abderrazak Hamdallah,0
Morocco vs Spain,Morocco,Abdessamad Ezzalzouli,5
Morocco vs Spain,Morocco,Achraf Dari,0
Morocco vs Spain,Morocco,Achraf Hakimi Mouh,125
Morocco vs Spain,Morocco,Ahmed Reda Tagnaouti,0
Morocco vs Spain,Morocco,Anass Zaroury,0
Morocco vs Spain,Morocco,Azzedine Ounahi,125
Morocco vs Spain,Morocco,Badr Banoun,6
Morocco vs Spain,Morocco,Bilal El Khannous,0
Morocco vs Spain,Morocco,Hakim Ziyech,125
Morocco vs Spain,Morocco,Ilias Chair,0
Morocco vs Spain,Morocco,Jawad El Yamiq,5
Morocco vs Spain,Morocco,Munir Mohand Mohamedi,0
Morocco vs Spain,Morocco,Nayef Aguerd,84
Morocco vs Spain,Morocco,Noussair Mazraoui,82
Morocco vs Spain,Morocco,Romain Saïss,125
Morocco vs Spain,Morocco,Selim Amallah,81
Morocco vs Spain,Morocco,Sofiane Boufal,65
Morocco vs Spain,Morocco,Sofyan Amrabat,125
Morocco vs Spain,Morocco,Walid Cheddira,5
Morocco vs Spain,Morocco,Yahia Attiyat allah,5
Morocco vs Spain,Morocco,Yahya Jabrane,0
Morocco vs Spain,Morocco,Yassine Bounou,125
Morocco vs Spain,Morocco,Youssef En-Nesyri,81
Morocco vs Spain,Morocco,Zakaria Aboukhlal,0
Morocco vs Spain,Spain,Alejandro Balde Martínez,28
Morocco vs Spain,Spain,Anssumane Fati,28
Morocco vs Spain,Spain,Aymeric Laporte,125
Morocco vs Spain,Spain,Carlos Soler Barragán,63
Morocco vs Spain,Spain,César Azpilicueta Tanco,0
Morocco vs Spain,Spain,Daniel Carvajal Ramos,0
Morocco vs Spain,Spain,Daniel Olmo Carvajal,97
Morocco vs Spain,Spain,David Raya Martin,0
Morocco vs Spain,Spain,Eric García Martret,0
Morocco vs Spain,Spain,Ferrán Torres García,75
Morocco vs Spain,Spain,Hugo Guillamón Sanmartín,0
Morocco vs Spain,Spain,Jordi Alba Ramos,97
Morocco vs Spain,Spain,Jorge Resurrección Merodio,0
Morocco vs Spain,Spain,Marco Asensio Willemsen,62
Morocco vs Spain,Spain,Marcos Llorente Moreno,125
Morocco vs Spain,Spain,Nicholas Williams Arthuer,50
Morocco vs Spain,Spain,Pablo Martín Páez Gavira,62
Morocco vs Spain,Spain,Pablo Sarabia García,8
Morocco vs Spain,Spain,Pau Francisco Torres,0
Morocco vs Spain,Spain,Pedro González López,125
Morocco vs Spain,Spain,Robert Lynch Sanchez,0
Morocco vs Spain,Spain,Rodrigo Hernández Cascante,125
Morocco vs Spain,Spain,Sergio Busquets i Burgos,125
Morocco vs Spain,Spain,Unai Simón Mendibil,125
Morocco vs Spain,Spain,Yeremi Jesús Pino Santos,0
Morocco vs Spain,Spain,Álvaro Borja Morata Martín,63
Netherlands vs Argentina,Argentina,Alejandro Darío Gómez,0
Netherlands vs Argentina,Argentina,Alexis Mac Allister,127
Netherlands vs Argentina,Argentina,Cristian Gabriel Romero,77
Netherlands vs Argentina,Argentina,Damián Emiliano Martínez,127
Netherlands vs Argentina,Argentina,Enzo Fernandez,127
Netherlands vs Argentina,Argentina,Exequiel Alejandro Palacios,0
Netherlands vs Argentina,Argentina,Franco Armani,0
Netherlands vs Argentina,Argentina,Germán Alejandro Pezzella,15
Netherlands vs Argentina,Argentina,Gerónimo Rulli,0
Netherlands vs Argentina,Argentina,Gonzalo Ariel Montiel,22
Netherlands vs Argentina,Argentina,Guido Rodríguez,0
Netherlands vs Argentina,Argentina,Juan Marcos Foyth,0
Netherlands vs Argentina,Argentina,Julián Álvarez,80
Netherlands vs Argentina,Argentina,Lautaro Javier Martínez,15
Netherlands vs Argentina,Argentina,Leandro Daniel Paredes,15
Netherlands vs Argentina,Argentina,Lionel Andrés Messi Cuccittini,127
Netherlands vs Argentina,Argentina,Lisandro Martínez,127
Netherlands vs Argentina,Argentina,Marcos Javier Acuña,77
Netherlands vs Argentina,Argentina,Nahuel Molina Lucero,127
Netherlands vs Argentina,Argentina,Nicolás Alejandro Tagliafico,15
Netherlands vs Argentina,Argentina,Nicolás Hernán Otamendi,127
Netherlands vs Argentina,Argentina,Paulo Bruno Exequiel Dybala,0
Netherlands vs Argentina,Argentina,Rodrigo Javier De Paul,65
Netherlands vs Argentina,Argentina,Thiago Ezequiel Almada,0
Netherlands vs Argentina,Argentina,Ángel Fabián Di María Hernández,16
Netherlands vs Argentina,Argentina,Ángel Martín Correa,0
Netherlands vs Argentina,Netherlands,Andries Noppert,127
Netherlands vs Argentina,Netherlands,Cody Mathès Gakpo,127
Netherlands vs Argentina,Netherlands,Daley Blind,64
Netherlands vs Argentina,Netherlands,Davy Klaassen,0
Netherlands vs Argentina,Netherlands,Denzel Dumfries,127
Netherlands vs Argentina,Netherlands,Frenkie de Jong,127
Netherlands vs Argentina,Netherlands,Jeremie Frimpong,0
Netherlands vs Argentina,Netherlands,Jurriën David Norman Timber,127
Netherlands vs Argentina,Netherlands,Justin Bijlow,0
Netherlands vs Argentina,Netherlands,Kenneth Taylor,0
Netherlands vs Argentina,Netherlands,Luuk de Jong,63
Netherlands vs Argentina,Netherlands,Marten de Roon,45
Netherlands vs Argentina,Netherlands,Matthijs de Ligt,0
Netherlands vs Argentina,Netherlands,Memphis Depay,77
Netherlands vs Argentina,Netherlands,Nathan Aké,127
Netherlands vs Argentina,Netherlands,Noa Lang,15
Netherlands vs Argentina,Netherlands,Remko Pasveer,0
Netherlands vs Argentina,Netherlands,Stefan de Vrij,0
Netherlands vs Argentina,Netherlands,Steven Berghuis,82
Netherlands vs Argentina,Netherlands,Steven Bergwijn,45
Netherlands vs Argentina,Netherlands,Teun Koopmeiners,82
