match_id,defending_team,team_name,home_away,defender_id,defender_name,overall_n,overall_avg_x,overall_avg_y,raw_involvement_n,raw_involvement_avg_x,raw_involvement_avg_y,raw_contribution_n,raw_contribution_avg_x,raw_contribution_avg_y,raw_fault_n,raw_fault_avg_x,raw_fault_avg_y,valued_involvement_n,valued_involvement_avg_x,valued_involvement_avg_y,valued_contribution_n,valued_contribution_avg_x,valued_contribution_avg_y,valued_fault_n,valued_fault_avg_x,valued_fault_avg_y,match_team_id,raw_involvement_self_inv,raw_fault_self_inv,raw_contribution_self_inv,valued_involvement_self_inv,valued_contribution_self_inv,valued_fault_self_inv,raw_responsibility_self_inv,raw_fault_r_self_inv,raw_contribution_r_self_inv,valued_responsibility_self_inv,valued_contribution_r_self_inv,valued_fault_r_self_inv,starter
3813,373,Iran,away,13980,Saeid Ezatolahi,409,8.088924205,1.760997555,80,11.6701,4.4043625,23,14.57530435,4.588086957,57,10.49782456,4.33022807,79,12.01346835,4.197405063,23,14.57530435,4.588086957,56,10.96128571,4.036946429,3813_373,3,0,3,0.07555166,0.07555166,0,0,0,0,0,0,0,0
3813,373,Iran,away,13981,Ali Gholizadeh,409,0.578271394,9.015982885,144,-1.120041667,12.70311806,59,-0.714271186,14.22179661,85,-1.401694118,11.64897647,143,-1.187594406,12.91900699,59,-0.714271186,14.22179661,84,-1.520047619,12.00395238,3813_373,8.344522123,1.788791024,6.5557311,0.040864891,0.037514111,0.00335078,0,0,0,0,0,0,0
3813,373,Iran,away,13982,Ahmad Nourollahi,605,6.257852893,-8.568952066,185,6.254594595,-12.35703243,81,6.220753086,-13.14234568,104,6.280951923,-11.74539423,184,6.282130435,-12.3348587,81,6.220753086,-13.14234568,103,6.330398058,-11.69984466,3813_373,10.4006366,0.328516658,10.07211994,0.278688725,0.277833723,0.000855002,0,0,0,0,0,0,1
3813,373,Iran,away,13983,Mehdi Torabi,294,5.374037415,-4.513809524,90,6.488644444,-6.3419,38,10.76444737,-6.845131579,52,3.364019231,-5.974153846,89,6.870449438,-6.735438202,38,10.76444737,-6.845131579,51,3.969039216,-6.653705882,3813_373,6.136642889,0.906067736,5.230575153,0.064738918,0.062204952,0.002533967,0,0,0,0,0,0,0
3813,373,Iran,away,457,Alireza Jahanbakhsh,422,6.730613744,-14.50987441,135,5.281259259,-17.15260741,56,5.452803571,-17.30944643,79,5.159658228,-17.04143038,135,5.281259259,-17.15260741,56,5.452803571,-17.30944643,79,5.159658228,-17.04143038,3813_373,15.4976981,3.808703809,11.68899429,0.162857087,0.152849266,0.01000782,0,0,0,0,0,0,1
3813,373,Iran,away,7441,Sardar Azmoun,226,-6.00729646,-0.206800885,68,-9.773117647,-1.659794118,19,-10.70321053,0.969052632,49,-9.412469388,-2.679142857,66,-9.918757576,-1.312833333,19,-10.70321053,0.969052632,47,-9.601638298,-2.235297872,3813_373,2.186985691,0,2.186985691,0.002969649,0.002969649,0,0,0,0,0,0,0,0
3813,373,Iran,away,8561,Mehdi Taremi,831,-2.245655836,-1.093316486,261,-5.347957854,-1.029789272,81,-3.717419753,-0.102481481,180,-6.0817,-1.447077778,259,-5.376451737,-1.006803089,81,-3.717419753,-0.102481481,178,-6.131404494,-1.418320225,3813_373,12.00100645,4.044564904,7.956441551,0.101649395,0.096525869,0.005123526,0,0,0,0,0,0,1
3814,360,Qatar,home,13941,Saad Al-Sheeb,513,-39.17234503,0.091701754,6,-46.884,-1.211833333,4,-45.0735,0.089,2,-50.505,-3.8135,6,-46.884,-1.211833333,4,-45.0735,0.089,2,-50.505,-3.8135,3814_360,4,0,4,0.09792505,0.09792505,0,0,0,0,0,0,0,1
3814,360,Qatar,home,13944,Abdelkarim Hassan,513,-15.0270078,-9.372064327,60,-19.85905,-17.0653,19,-16.29905263,-15.11678947,41,-21.50880488,-17.96826829,59,-19.69827119,-16.936,19,-16.29905263,-15.11678947,40,-21.3129,-17.800125,3814_360,7,0,7,0.15413572,0.15413572,0,0,0,0,0,0,0,1
3814,360,Qatar,home,13945,Boualem Khoukhi,513,-16.45894152,0.949019493,46,-23.26271739,-1.865847826,20,-24.4934,-2.72285,26,-22.31603846,-1.206615385,46,-23.26271739,-1.865847826,20,-24.4934,-2.72285,26,-22.31603846,-1.206615385,3814_360,12,0,12,0.36050682,0.36050682,0,0,0,0,0,0,0,1
