match_id,defending_team,team_name,home_away,defender_id,defender_name,starter,overall_n,overall_avg_x,overall_avg_y,raw_involvement_n,raw_involvement_avg_x,raw_involvement_avg_y,raw_contribution_n,raw_contribution_avg_x,raw_contribution_avg_y,raw_fault_n,raw_fault_avg_x,raw_fault_avg_y,valued_involvement_n,valued_involvement_avg_x,valued_involvement_avg_y,valued_contribution_n,valued_contribution_avg_x,valued_contribution_avg_y,valued_fault_n,valued_fault_avg_x,valued_fault_avg_y,raw_involvement_self_inv,raw_fault_self_inv,raw_contribution_self_inv,valued_involvement_self_inv,valued_contribution_self_inv,valued_fault_self_inv,raw_responsibility_self_inv,raw_fault_r_self_inv,raw_contribution_r_self_inv,valued_responsibility_self_inv,valued_contribution_r_self_inv,valued_fault_r_self_inv
3812,372,Senegal,home,3848,Abdou Diallo,1,332,13.72164157,18.18378313,54,13.81361111,21.26038889,18,14.08338889,20.89561111,36,13.67872222,21.44277778,53,13.43850943,21.10241509,18,14.08338889,20.89561111,35,13.10685714,21.20877143,4.236838729,0,4.236838729,0.072195865,0.072195865,0,0,0,0,0,0,0
3812,372,Senegal,home,3858,Idrissa Gueye,1,479,1.768106472,4.527933194,138,0.752731884,4.540043478,56,-1.587892857,2.097607143,82,2.351207317,6.20804878,130,0.823653846,4.435161538,56,-1.587892857,2.097607143,74,2.648608108,6.204121622,13.82063164,0.102270754,13.71836089,0.115022518,0.113908092,0.001114426,0,0,0,0,0,0
3812,372,Senegal,home,3895,Ismail Jakobs,0,147,17.25085714,16.45511565,20,23.0594,21.1609,11,22.20663636,21.75554545,9,24.10166667,20.43411111,20,23.0594,21.1609,11,22.20663636,21.75554545,9,24.10166667,20.43411111,6.258514269,0,6.258514269,0.121210749,0.121210749,0,0,0,0,0,0,0
3812,372,Senegal,home,3903,Krépin Diatta,1,373,-0.830407507,-12.97798928,100,-2.67427,-18.80007,39,-0.069153846,-19.72297436,61,-4.339836066,-18.21001639,96,-2.66978125,-18.78977083,39,-0.069153846,-19.72297436,57,-4.449157895,-18.15126316,9.271832596,2.712925554,6.558907042,0.046057924,0.038652005,0.007405919,0,0,0,0,0,0
3812,372,Senegal,home,3978,Pape Gueye,0,106,10.2415566,-6.511915094,33,12.62209091,-11.98181818,17,13.86088235,-12.68064706,16,11.305875,-11.2393125,32,12.6481875,-12.26828125,17,13.86088235,-12.68064706,15,11.2738,-11.80093333,5,0,5,0.0729296,0.0729296,0,0,0,0,0,0,0
3812,372,Senegal,home,3996,Bamba Dieng,0,113,-4.586575221,-1.159849558,40,-8.9617,-0.025975,15,-7.219266667,-0.328733333,25,-10.00716,0.15568,39,-8.918179487,0.49925641,15,-7.219266667,-0.328733333,24,-9.98,1.01675,2.602563031,1.828515348,0.774047683,0.002758953,0.001818053,0.0009409,0,0,0,0,0,0
3812,372,Senegal,home,428,Ismaïla Sarr,1,479,-0.541951983,15.4880501,112,-0.151008929,19.96429464,37,4.934351351,21.91113514,75,-2.659786667,19.00385333,106,-0.527716981,19.61040566,37,4.934351351,21.91113514,69,-3.456652174,18.37668116,9.185733393,4.327216413,4.85851698,0.054472257,0.033057449,0.021414808,0,0,0,0,0,0
3812,372,Senegal,home,474,Cheikhou Kouyaté,1,373,7.214447721,-3.884664879,105,6.377619048,-7.486419048,43,6.921325581,-5.769069767,62,6.000532258,-8.677483871,101,6.570267327,-7.35650495,43,6.921325581,-5.769069767,58,6.31,-8.533396552,9.240441563,0.717765399,8.522676164,0.170685189,0.168456363,0.002228827,0,0,0,0,0,0
3812,372,Senegal,home,7988,Boulaye Dia,1,366,-8.322265027,1.471901639,137,-10.05048175,-0.38659854,53,-9.240622642,-1.225792453,84,-10.56146429,0.142892857,132,-9.968613636,-0.450901515,53,-9.240622642,-1.225792453,79,-10.45701266,0.068962025,13.85491856,4.461480873,9.393437687,0.064812401,0.059064315,0.005748086,0,0,0,0,0,0
3812,372,Senegal,home,9993,Kalidou Koulibaly,1,479,18.01024008,-4.52480167,54,18.05825926,-4.199444444,21,21.22233333,-6.38747619,33,16.04475758,-2.807060606,54,18.05825926,-4.199444444,21,21.22233333,-6.38747619,33,16.04475758,-2.807060606,7,0,7,0.23192888,0.23192888,0,0,0,0,0,0,0
3813,50,England,home,1,Harry Kane,1,114,14.08235965,-0.710649123,36,14.92005556,-1.496611111,14,9.405285714,0.655214286,22,18.42945455,-2.865954545,34,15.78461765,-1.610705882,14,9.405285714,0.655214286,20,20.25015,-3.19685,1.016822379,0,1.016822379,0.008257064,0.008257064,0,0,0,0,0,0,0
3813,50,England,home,10,John Stones,1,146,-10.27080822,5.751376712,29,-16.261,9.447241379,11,-12.23336364,11.06090909,18,-18.72233333,8.461111111,28,-15.65785714,8.953821429,11,-12.23336364,11.06090909,17,-17.87370588,7.590411765,3,0,3,0.0320478,0.0320478,0,0,0,0,0,0,0
3813,50,England,home,105,Mason Mount,1,110,5.442245455,-3.9204,36,8.596527778,-5.885888889,14,7.991214286,-5.513928571,22,8.981727273,-6.122590909,34,8.707411765,-6.053088235,14,7.991214286,-5.513928571,20,9.20875,-6.4305,1,0,1,0.01559347,0.01559347,0,0,0,0,0,0,0
3813,50,England,home,118,Harry Maguire,1,110,-11.80712727,-6.300827273,21,-8.981619048,-10.91433333,13,-7.834,-8.734153846,8,-10.8465,-14.457125,21,-8.981619048,-10.91433333,13,-7.834,-8.734153846,8,-10.8465,-14.457125,10,0,10,0.09948287,0.09948287,0,0,0,0,0,0,0
3813,50,England,home,123,Luke Shaw,1,146,-3.954664384,-17.03082192,26,-1.621576923,-26.14330769,11,-0.809272727,-24.38090909,15,-2.217266667,-27.43573333,26,-1.621576923,-26.14330769,11,-0.809272727,-24.38090909,15,-2.217266667,-27.43573333,4.063689774,0,4.063689774,0.031296998,0.031296998,0,0,0,0,0,0,0
3813,50,England,home,136,Marcus Rashford,0,36,14.61994444,12.84063889,7,8.083428571,19.00142857,2,21.611,26.8965,5,2.6724,15.8434,7,8.083428571,19.00142857,2,21.611,26.8965,5,2.6724,15.8434,0,0,0,0,0,0,0,0,0,0,0,0
3813,50,England,home,1377,Kieran Trippier,1,146,-3.164712329,17.34220548,35,-5.760542857,22.87242857,14,-2.914357143,22.1695,21,-7.658,23.34104762,34,-5.184558824,22.67432353,14,-2.914357143,22.1695,20,-6.7737,23.0277,5.028349012,0,5.028349012,0.049695648,0.049695648,0,0,0,0,0,0,0
3813,50,England,home,163,Bukayo Saka,1,110,10.16056364,14.32590909,33,7.096333333,19.59178788,11,8.451090909,19.31881818,22,6.418954545,19.72827273,30,7.058466667,19.77193333,11,8.451090909,19.31881818,19,6.252210526,20.03426316,2.599355837,1.091183193,1.508172644,0.00589275,0.004927547,0.000965203,0,0,0,0,0,0
3813,50,England,home,169,Jordan Pickford,1,146,-35.75213014,0.173541096,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
3813,50,England,home,21,Phil Foden,0,36,12.57402778,0.369944444,11,8.094272727,-4.504363636,3,17.67766667,-1.725,8,4.5005,-5.546625,11,8.094272727,-4.504363636,3,17.67766667,-1.725,8,4.5005,-5.546625,0.705809416,0,0.705809416,0.001641953,0.001641953,0,0,0,0,0,0,0
3813,50,England,home,25,Raheem Sterling,1,110,10.23993636,-11.70938182,24,14.19570833,-18.52916667,7,10.32985714,-18.37871429,17,15.78752941,-18.59111765,24,14.19570833,-18.52916667,7,10.32985714,-18.37871429,17,15.78752941,-18.59111765,0,0,0,0,0,0,0,0,0,0,0,0
3813,50,England,home,265,Declan Rice,1,146,-3.281684932,-0.173945205,56,-7.34825,-0.169875,23,-5.555478261,0.126826087,33,-8.597757576,-0.376666667,54,-6.92887037,-0.585962963,23,-5.555478261,0.126826087,31,-7.94783871,-1.114806452,6,0,6,0.03609482,0.03609482,0,0,0,0,0,0,0
3813,50,England,home,311,Callum Wilson,0,32,19.44728125,2.05209375,8,18.153,4.11925,3,13.76733333,14.61333333,5,20.7844,-2.1772,8,18.153,4.11925,3,13.76733333,14.61333333,5,20.7844,-2.1772,0.890103383,0,0.890103383,0.004225124,0.004225124,0,0,0,0,0,0,0
3813,50,England,home,371,Jack Grealish,0,36,12.02308333,-8.911555556,9,11.135,-12.96466667,2,25.032,-8.621,7,7.164428571,-14.20571429,9,11.135,-12.96466667,2,25.032,-8.621,7,7.164428571,-14.20571429,1.28967019,0.685792393,0.603877797,0.002461458,0.001684016,0.000777442,0,0,0,0,0,0
3813,50,England,home,4677,Jude Bellingham,1,146,0.223068493,3.326232877,60,-4.639716667,4.660783333,26,-4.134192308,5.840615385,34,-5.026294118,3.758558824,57,-4.214070175,4.395894737,26,-4.134192308,5.840615385,31,-4.281064516,3.184193548,5,0,5,0.01904027,0.01904027,0,0,0,0,0,0,0
3813,50,England,home,74,Eric Dier,0,36,-9.574805556,-3.294027778,9,-17.59766667,-5.094888889,3,-9.693333333,-1.519666667,6,-21.54983333,-6.8825,9,-17.59766667,-5.094888889,3,-9.693333333,-1.519666667,6,-21.54983333,-6.8825,1,0,1,0.0083582,0.0083582,0,0,0,0,0,0,0
3813,373,Iran,away,12222,Majid Hosseini,1,372,13.36666129,8.81841129,55,12.66503636,16.67734545,25,10.78484,16.98016,30,14.23186667,16.425,54,13.16512963,16.4907037,25,10.78484,16.98016,29,15.21710345,16.06875862,5.010713666,0,5.010713666,0.065590557,0.065590557,0,0,0,0,0,0,0
3813,373,Iran,away,12235,Ali Karimi,1,181,8.679127072,2.48539779,42,10.62359524,4.094261905,22,9.455227273,3.805909091,20,11.9088,4.41145,42,10.62359524,4.094261905,22,9.455227273,3.805909091,20,11.9088,4.41145,0.493694381,0,0.493694381,0.001959972,0.001959972,0,0,0,0,0,0,0
3813,373,Iran,away,13968,Alireza Beiranvand,1,31,42.43290323,1.631903226,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
3813,373,Iran,away,13969,Hossein Hosseini,0,341,39.17529912,0.118560117,1,38.967,-0.07,1,38.967,-0.07,,,,1,38.967,-0.07,1,38.967,-0.07,,,,1,0,1,0.01433316,0.01433316,0,0,0,0,0,0,0
3813,373,Iran,away,13970,Roozbeh Cheshmi,1,181,18.72317127,-0.585491713,15,16.53706667,4.558466667,8,12.23125,2.821,7,21.458,6.544142857,15,16.53706667,4.558466667,8,12.23125,2.821,7,21.458,6.544142857,3.902204704,0,3.902204704,0.027070459,0.027070459,0,0,0,0,0,0,0
3813,373,Iran,away,13971,Ehsan Hajsafi,1,372,5.549438172,13.75945161,96,4.078447917,17.685625,46,3.867347826,20.14265217,50,4.27266,15.42516,95,4.352431579,17.5374,46,3.867347826,20.14265217,49,4.807816327,15.09165306,4.645581184,0.041512471,4.604068714,0.047433058,0.04738478,4.83E-05,0,0,0,0,0,0
3813,373,Iran,away,13973,Hossein Kanaani,0,191,14.59943979,-5.405424084,13,19.33869231,-2.064615385,5,23.2498,2.1244,8,16.89425,-4.68275,13,19.33869231,-2.064615385,5,23.2498,2.1244,8,16.89425,-4.68275,1,0,1,0.00420665,0.00420665,0,0,0,0,0,0,0
3813,373,Iran,away,13975,Milad Mohammadi,1,231,10.9381342,16.38875758,31,8.984548387,21.46154839,13,0.701692308,25.469,18,14.96661111,18.56727778,31,8.984548387,21.46154839,13,0.701692308,25.469,18,14.96661111,18.56727778,1.834650446,0,1.834650446,0.062703633,0.062703633,0,0,0,0,0,0,0
3813,373,Iran,away,13976,Sadegh Moharrami,1,372,11.48139516,-17.70458065,48,17.74477083,-20.101625,23,22.39404348,-16.89295652,25,13.46744,-23.0536,48,17.74477083,-20.101625,23,22.39404348,-16.89295652,25,13.46744,-23.0536,4.463289933,0.767862402,3.695427531,0.040622831,0.036956203,0.003666627,0,0,0,0,0,0
3813,373,Iran,away,13977,Morteza Pouraliganji,1,372,-0.254120968,-0.598879032,163,-3.501153374,-1.423269939,73,-2.260753425,-1.781630137,90,-4.507255556,-1.1326,160,-3.4990875,-1.4951125,73,-2.260753425,-1.781630137,87,-4.538149425,-1.254701149,9.870329189,1.480269655,8.390059533,0.078546024,0.068809843,0.009736181,0,0,0,0,0,0
3813,373,Iran,away,13980,Saeid Ezatolahi,0,191,5.995136126,2.947282723,36,6.693972222,5.723888889,13,8.436307692,6.692538462,23,5.709173913,5.176391304,35,7.326828571,5.294457143,13,8.436307692,6.692538462,22,6.671227273,4.468318182,2,0,2,0.01431857,0.01431857,0,0,0,0,0,0,0
3813,373,Iran,away,13981,Ali Gholizadeh,0,191,-2.442204188,10.29960209,73,-3.094315068,12.12220548,37,0.290513514,14.6487027,36,-6.573166667,9.525527778,72,-3.255902778,12.54291667,37,0.290513514,14.6487027,35,-7.004971429,10.3168,3.786373272,0.454475422,3.33189785,0.014979194,0.014440196,0.000538999,0,0,0,0,0,0
3813,373,Iran,away,13982,Ahmad Nourollahi,1,259,3.628687259,-7.79953668,68,4.290544118,-12.33111765,32,3.6934375,-11.37265625,36,4.821305556,-13.18308333,68,4.290544118,-12.33111765,32,3.6934375,-11.37265625,36,4.821305556,-13.18308333,3.555179231,0.328516658,3.226662573,0.045925591,0.045070589,0.000855002,0,0,0,0,0,0
3813,373,Iran,away,13983,Mehdi Torabi,0,141,2.941794326,-4.59287234,45,4.664,-4.116822222,20,12.1678,-1.99595,25,-1.33904,-5.81352,44,5.394818182,-4.862272727,20,12.1678,-1.99595,24,-0.249333333,-7.250875,2.704650008,0.634347787,2.070302221,0.018328684,0.016223967,0.002104717,0,0,0,0,0,0
3813,373,Iran,away,457,Alireza Jahanbakhsh,1,181,4.453121547,-13.81407182,63,4.672666667,-15.16412698,28,3.677107143,-17.04139286,35,5.469114286,-13.66231429,63,4.672666667,-15.16412698,28,3.677107143,-17.04139286,35,5.469114286,-13.66231429,8.393933428,2.428658463,5.965274965,0.042279738,0.03510552,0.007174219,0,0,0,0,0,0
3813,373,Iran,away,7441,Sardar Azmoun,0,113,-8.001442478,0.291707965,35,-10.18125714,-0.188771429,10,-7.1217,1.7528,25,-11.40508,-0.9654,34,-10.69091176,-0.040558824,10,-7.1217,1.7528,24,-12.17808333,-0.787791667,0.436580332,0,0.436580332,0.001139392,0.001139392,0,0,0,0,0,0,0
3813,373,Iran,away,8561,Mehdi Taremi,1,372,-4.990879032,-0.565586022,112,-6.9570625,-1.557580357,36,-7.93825,-1.137805556,76,-6.492289474,-1.756421053,110,-7.053409091,-1.513054545,36,-7.93825,-1.137805556,74,-6.622945946,-1.695608108,2.36306781,0.201994893,2.161072917,0.022663707,0.022534482,0.000129225,0,0,0,0,0,0
3814,360,Qatar,home,13941,Saad Al-Sheeb,1,219,-39.57126941,-0.130757991,2,-49.1725,-0.7465,1,-48.149,0.199,1,-50.196,-1.692,2,-49.1725,-0.7465,1,-48.149,0.199,1,-50.196,-1.692,1,0,1,0.02230953,0.02230953,0,0,0,0,0,0,0
3814,360,Qatar,home,13944,Abdelkarim Hassan,1,219,-15.84343379,-10.3459863,31,-20.31616129,-18.69754839,13,-20.19084615,-15.99146154,18,-20.40666667,-20.65194444,30,-20.0152,-18.49766667,13,-20.19084615,-15.99146154,17,-19.88088235,-20.41417647,2,0,2,0.05560396,0.05560396,0,0,0,0,0,0,0
3814,360,Qatar,home,13945,Boualem Khoukhi,1,219,-17.4443242,-0.329835616,22,-22.14359091,-7.048136364,10,-20.9654,-7.4906,12,-23.12541667,-6.679416667,22,-22.14359091,-7.048136364,10,-20.9654,-7.4906,12,-23.12541667,-6.679416667,7,0,7,0.10992918,0.10992918,0,0,0,0,0,0,0
3814,360,Qatar,home,13946,Pedro Miguel,1,219,-9.197187215,19.28884018,36,-9.09825,24.59547222,16,-7.6200625,23.9364375,20,-10.2808,25.1227,35,-9.619771429,24.46665714,16,-7.6200625,23.9364375,19,-11.30373684,24.91315789,2.386875339,0,2.386875339,0.101877145,0.101877145,0,0,0,0,0,0,0
3814,360,Qatar,home,13948,Bassam Al-Rawi,1,219,-16.503621,9.745917808,23,-22.48421739,9.517652174,14,-20.86464286,10.081,9,-25.00355556,8.641333333,23,-22.48421739,9.517652174,14,-20.86464286,10.081,9,-25.00355556,8.641333333,6,0,6,0.11931338,0.11931338,0,0,0,0,0,0,0
3814,360,Qatar,home,13951,Homam Ahmed,1,219,-9.363584475,-20.44034247,40,-5.05415,-25.79615,16,-2.7506875,-24.3036875,24,-6.589791667,-26.791125,37,-4.220459459,-25.82494595,16,-2.7506875,-24.3036875,21,-5.340285714,-26.984,2.521398276,0,2.521398276,0.023519336,0.023519336,0,0,0,0,0,0,0
3814,360,Qatar,home,13953,Karim Boudiaf,1,219,-8.162799087,-0.206712329,73,-10.00839726,-0.618041096,37,-10.80272973,0.974648649,36,-9.192,-2.254972222,71,-10.09102817,-0.660464789,37,-10.80272973,0.974648649,34,-9.316529412,-2.439852941,12,0,12,0.24960607,0.24960607,0,0,0,0,0,0,0
3814,360,Qatar,home,13954,Abdulaziz Hatem,1,219,-2.896273973,-6.181356164,60,-2.485083333,-10.27905,28,-1.623321429,-7.793392857,32,-3.239125,-12.454,57,-1.65877193,-9.80645614,28,-1.623321429,-7.793392857,29,-1.693,-11.75010345,4.665345826,0,4.665345826,0.03581579,0.03581579,0,0,0,0,0,0,0
3814,360,Qatar,home,13958,Mohammed Waad,0,53,-3.118113208,-15.1624717,22,0.065909091,-22.03540909,10,1.2765,-21.1492,12,-0.942916667,-22.77391667,22,0.065909091,-22.03540909,10,1.2765,-21.1492,12,-0.942916667,-22.77391667,1.646889404,0.343451789,1.303437615,0.005024836,0.004264812,0.000760024,0,0,0,0,0,0
3814,360,Qatar,home,13960,Hasan Al-Haydos,1,166,-0.852596386,11.08124096,58,1.077655172,19.97586207,30,1.062933333,21.7588,28,1.093428571,18.06557143,56,1.421089286,20.384625,30,1.062933333,21.7588,26,1.834346154,18.79903846,4.303059468,1.129649999,3.173409469,0.044777474,0.044297,0.000480474,0,0,0,0,0,0
3814,360,Qatar,home,13961,Akram Afif,1,219,5.489744292,-4.96030137,63,3.531619048,-5.713333333,29,2.243551724,-1.975,34,4.630264706,-8.901911765,63,3.531619048,-5.713333333,29,2.243551724,-1.975,34,4.630264706,-8.901911765,2.25186912,0.92453578,1.32733334,0.008194723,0.007468285,0.000726438,0,0,0,0,0,0
3814,360,Qatar,home,13962,Almoez Ali,1,166,6.247192771,0.656204819,60,6.406433333,3.401866667,26,3.958846154,5.934461538,34,8.278117647,1.465176471,57,6.962982456,3.811824561,26,3.958846154,5.934461538,31,9.482580645,2.031548387,3.450362135,2.136791279,1.313570856,0.010496043,0.009539695,0.000956348,0,0,0,0,0,0
3814,360,Qatar,home,13963,Mohammed Muntari,0,53,4.915113208,-7.060735849,19,5.047789474,-6.265684211,8,5.7875,-1.14125,11,4.509818182,-9.992545455,19,5.047789474,-6.265684211,8,5.7875,-1.14125,11,4.509818182,-9.992545455,1.034510078,1.034510078,0,0.000277353,0,0.000277353,0,0,0,0,0,0
3814,381,Ecuador,away,1034,Jhegson Méndez,1,204,6.181803922,-6.792857843,37,8.293972973,-14.49505405,20,10.98095,-15.0584,17,5.132823529,-13.83229412,35,9.627885714,-14.39477143,20,10.98095,-15.0584,15,7.8238,-13.50993333,4,0,4,0.04799436,0.04799436,0,0,0,0,0,0,0
3814,381,Ecuador,away,11960,Enner Valencia,1,171,-10.69950292,-1.48094152,50,-10.66982,-2.53878,22,-7.128772727,-0.809818182,28,-13.45207143,-3.89725,48,-9.901125,-2.160625,22,-7.128772727,-0.809818182,26,-12.24696154,-3.303615385,3.913343983,2.082900248,1.830443735,0.015423465,0.009914998,0.005508466,0,0,0,0,0,0
3814,381,Ecuador,away,1287,José Cifuentes,0,33,-10.90654545,-9.244212121,16,-12.496375,-14.3643125,7,-11.18885714,-16.04085714,9,-13.51333333,-13.06033333,14,-13.63692857,-13.43942857,7,-11.18885714,-16.04085714,7,-16.085,-10.838,1.366239919,0,1.366239919,0.003644906,0.003644906,0,0,0,0,0,0,0
3814,381,Ecuador,away,13049,Gonzalo Plata,1,204,-5.702147059,-16.14645588,65,-6.485753846,-20.40909231,30,-5.427633333,-23.40746667,35,-7.392714286,-17.83905714,60,-6.25185,-19.9978,30,-5.427633333,-23.40746667,30,-7.076066667,-16.58813333,4.829228622,0.906480947,3.922747676,0.024386832,0.022997623,0.001389209,0,0,0,0,0,0
